,essay_id,full_text,score
3000,882db97,"The use of the Facial Action Coding System is actually very valuable to a teacher because then the teacher could change it up a little when teaching so they could either make it more simpler to understand or more amussing to the children.

If a teacher could understand the emotions that the students are going through during a lesson then the teacher has an advantage of modifying his or her way of teaching the lesson. If a student is confused about something most of the time the student won't speak up because he or she is either too shy or scared to be laughed at by not understanding something like the rest, but if you had the technology that gives you a read on the kids emotions then you could help that kid understand rather than the kid getting left behind in confusion. In that case you'll have the kids understanding a lot more due to knowing if they are confused or not. Also maybe if the kid just isn't listening because something else is going on the teacher will be able to know and possibly be able to fix the situation by talking to the student.

In conclusion, It's an amazing idea and very valuable to have that kind of technology in a classroom to understand the kids a little better. Especially for the teacher so they can change some perspectives of the students that are confused during class.  ",3
3001,c4d3703,"In the year 1945, World war 2 has ended, With a long lasting war comes celibration, Joy, and freedom that has hid from the people for year's comes to spread joy accross the world. However there are sad things that come too, ruins. With war comes death, dispare, loss of hope, and ruins of what used to be a happy place to some people. The is a man named luke and a very large group of people are there to help.

Luke is a person who was influenced by a friend to join the so caled sea ""cowboys"" who help the broken countrys that were riped apart by war. However he went to many different places like eroupe and china and with that you get to see new places. After the animals dispatch from the boat, that will give the workers of the boat time to relax for a while because they will need to get ready to leave again. that mean's the workers have time to do whatever they want.

When the workers leave the animals to leave to thier new home they most likley have time to do somthing. Also if they are giding the animals by big towns you can most likley see the famous land marks or butifule sights on the way. to Luke it was a great experience.

The docs for a ship must have been near town's so the feel of being in a new place to you is a wierd but good feeling. Seing new places, historical land marks, new people, differnt costoms is wierd and different, but it is what is called home to alot of people. To be on a boat and sailng seas is a dream come true to luke, a one in a life time chance. It must have been a hard and dangerous journy is fun, but saying it was the best thing that ever hapend to you is somthing big, and even still saying that when you alomost die is still somthing.

So in all going around the world, sialing the sea, and helping people is a good feeling and to luke is the best feeling. Luke made the most trips as a sea cowboy. So his adventures were great and long but amazing.",2
3002,1cf3716,"I think that the use of this technology in a classroom environment would be a great thing. Some students have a disconnect to certain teaching styles while other students thrive with the same teaching style their teacher is using. All students would get an approach stylized to them if this system was used because the computer could read the facial expressions of two seperate children and either edit the information they are seeing to be more likable by one student but for the other student their could be no change at all if they show no signs of boredom or disinterest.

In paragraph six the author of ""Making Mona Lisa Smile"" backs this up when he says ""A classroom computer could recognize when a student is becomin confused or bored, then ith could modify the lesson, like an effective human instructor."" It would be like having an effective human instructor for each child by planning the lessons around each child individually and showing, telling, or reading them the information in helpful and creative ways that effect each child.

Each child learns in different way and no two childrens learning patterns are the same. If each child had a separate lesson plan each day, trained towards their specific way of learning then we would not see as many children failing classes or dropping out of school due to poor classroom environments. If this technology was added into classrooms across the world each student in each classroom would get their own stylized approach to learning that will help them the most rather than sitting in lecture halls tuning out the lecture or presentation because they are thinking about going outside and throwing around a baseball or a frisbee, with this technology that same student could get a presentation that relates the information to throwing a frisbbe or baseball and would then become more focused because they are being taught the information in an effective and meaningful way to them.",3
3003,d81bdc5,"Since the early 1900's, cars have been an integral part of the human life. Cars allow people to get everything that they need accomplished complete. Whether it's picking up groceries, picking up your child from dance classes, traveling across the country, or just sitting in the driver's seat listening to John Mayer rethinking the highlights of your day. Metaphorically, the car is what truly allows the world to continue rotating on it's axis. For this reason, advancing the wonderful technology of automobiles will bolster appreciation of drivers and car lovers everywhere.

In the world of technology, we see advancements, modifications, and improvements every second. Why not advance the beauty of automobiles? Automobiles are like a second home to some people, especially those with busy lives that require a plethora of transportation from place to place. I believe that now is the time to create a car that has the capabilities of being driverless. A car that allows for a safer, more effecient environment. According to the story, ""Google has had cars that could drive independently under specific conditions since 2009"". Accordingly, they have driven roads calculating distances of more than half a million miles WITHOUT a crash. This is a truly amazing discovery. Progress is key to creating a future of state of the art technology.

Hence, in an effort to bolster encouragement for creative and innovative thinking, one must realize that in the lenses of 'driverless' cars... I don't believe the ultimate goal is to strip humans of the ability to control their car but improve the flexibility of it. For instance, if we have a car that is capable of being driven manually and automatically, this opens a variety of opportunity to the driver. Let's take this anecdote as an example: Johnny is a very busy businessman. He is always traveling to and from meetings. In fact, Johnny has a meeting to attend in 5 minutes and he hasn't eaten anything all day. Considering Johnny's situation, he could use a driverless car right about now. Instead of driving to the meeting, Johnny can flip a switch that activates 'autodrive' and pick up a McDonald's salad and chow down. Suffice to say, driverless cars can and will be effecient to the business driver and the everyday soccer mom.

Whether it's in 2016 or 2020, the efficiency of cars need to come up to par with the standards of this generation. Times are changing and improved technology is required in order to move forward in a variety of aspects. The driverless car can and will improve the overall quality of life.               ",4
3004,e3aad5f,"the aurthor is trying tell us about venus the evening start is the one of brighest points of light in the night sky.

venus is the planet and it the second planet form to our sun. venus is the closet planet to earth of density and size.

no spacecraft survived the landing more than a few hours. this issue explains why msot single spaceship has touched down on venus in more than three decades. on the planet's surface, temperatures avarage over 800 degrees, and the atmospheric pressure is 90 times greater than what we experience on our planet. venus has hottest surface temperature of any planet in our solar systmes, so even though mercury is closer to our sun.

long a go venus was probably covered largely with oceans and could supported the various forms of life, just like earth.

(NASA) has one particularly compelling idea for sending humans to study venus.scientists seeking to conduct a thorough mission to understand Venus would need to get up close and personal despite the risks. Many researchers are working on innovations that would allow their machines to last long enough to contribute meaningfully to their

knowledge of Venus.systems that use mechanical parts can be made more resistant to pressure, heat, and other forces.",1
3005,ec0b21c,"This painting is was made a long time ago. Many people found this painting weird because, back then there wasn't a lot of people happy, also poor. So when you see this picture this girl is happy and looks like she has nice cloths on. People took this picutre into inspiration. And brought a lot to the picture.

In my perceptative I like this idea but then I don't. It is pretty nice that we have a software that can be able to do something like this. it is pretty cool to tell people that we need a picture of you or someone and we will see how happy you are, how mad you are, etc. But I'm really not for it that much. There can be more things we can do instead of doing this. But doing this picture was preety cool.

In paragrpah 5 it states that people can tell how your friend is feeling simply by the look on their face. I totally agree with it. If this is your best friend and they are the same to you when you see each other you should smile. But when they don't and still look down then you know there is a problem. Friends are there for each other.

One thing that I argue about this is on paragrpah 6. When you are happy then when a ad pops up then it should be happy. Same way if you were mad then a mad or something down ad will pop up. I don't really agree to this because when people see ads they dont really pay attention to ads. When they see an ad they look at the close button for it and they close it. But if there is an advertisment they of coarse people will have to watch it until the ad is over. I don't like the idea that computers should have computer appresions on what we do.

This article is very good. I like this but of coarse there are some down falls to everything. I like how they did this software on ""Making Mona Lisa Smile"" becuase this picture inspired other people. But the computer expressions isn't a good idea. They aren't doing this for a good cause. When people have a chance to skip an ad or an advertisment they will. ",2
3006,53b4b52,"The author of ""The Challenge of Exploring Venus"" has made their article over the progress of studies done on Venus, the ""Evening Star"" of our skies. They collected research and human planetary exploration of our solar system, and I'll be going over claims and their ideas of just how passionately they support their ideas of studying Venus despite dangers.

My evaluation of the successful writings the author had written is crucially on how they told about the difficulty of the mission would be on Venus, seeing as they inform us the tempatures on the planet average over 800 degrees Fahrenheit, with atmospheric pressures there being a startling 90 times greater amount than our planet, and with all this there is little knowledge about what makes up the ground, water or gas of the planet. And with all the probes we've sent last only a few hours each within each landing. On our way to finding a way to overcome these challenges we found discoveries made on the way about future planet explorations that could someday be made by humans on Venus itself.

The author wrote that current discoveries made by scientists show that Venus also had a past of preserving life on its planet, and even having geological landscape features similiar to Earth. The planet's orbit provide nearby space travel making it a possible and easy route for planetary visits, which is crucial seeing how long space travel can take with our current modifications and technology. The article's author then backs this up on NASA's critical ideas and discoveries for sending humans to Venus for studies.

A solution the researchers have proposed for tells of a floating or a blimp transportation vehicle capable of carrying people over the potential dangerous landscape and acidic clouds for closer examination of the planet around 30 miles up in the air. Despite the distance, they would still be in 170 degrees Fahrenheit weather, with pressures close to sea-levels like on Earth, but solar power generation would be easy to obtain, and radiation levels are equal to the safe places of Earth's. Meaning for a difficult, but survivable enviroment for us humans to be in.

As invigorating as that may seem, They then tell on how undeveloped the idea still is, seeing as hovering over 30 miles would definitely avoid dangerous conditions, but also samples and direct contact with critical minerals and materials that could be discovered from below would make studies on the planet not as plentiful as it could be. Leaving options for a need to find ways for a closer, but riskier challenges to get the samples and materials they would need to make far by more accurate studies with the planet Venus.

They go on to tell us about machines capable of withstanding the tempatures capable of melting tin, which would be dire against tablets and cell phones we have on Earth, and how machines we've had designed in 1800's could survive with some modifications, or silicon carbide simplified electronics have been made to withstand the heat and acidic conditions.

I conclude my essay with the standpoint that the author successfully drew in readers, and did an incredible job of telling us the usefulness of missions to Venus would be if we could potentially land humans to explore the planet, and where the studies could take us as an intelligent species.",4
3007,000d118,"Many people have car where they live. The thing they don't know is that when you use a car alot of thing can happen like you can get in accidet or the smoke that the car has is bad to breath on if someone is walk but in VAUBAN,Germany they dont have that proble because 70 percent of vauban's families do not own cars,and 57 percent sold a car to move there. Street parkig ,driveways and home garages are forbidden on the outskirts of freiburd that near the French and Swiss borders. You probaly won't see a car in Vauban's streets because they are completely ""car free"" but If some that lives in VAUBAN that owns a car ownership is allowed,but there are only two places that you can park a large garages at the edge of the development,where a car owner buys a space but it not cheap to buy one they sell the space for you car for $40,000 along with a home. The vauban people completed this in 2006 ,they said that this an example of a growing trend in Europe,The untile states and some where else are suburban life from auto use this is called ""smart planning"". The current efforts to drastically reduce greenhouse gas emissions from tailes the passengee cars are responsible for 12 percent of greenhouse gas emissions in Europe and up to 50 percent in some car intensive in the United States. I honeslty think that good idea that they did that is Vaudan because that makes cities denser and better for walking and in VAUBAN there are 5,500 residents within a rectangular square mile. In the artical David Gold berg said that ""All of our development since World war 2 has been centered on the cars,and that will have to change"" and i think that was very true what David Gold said because alot thing we need cars to do we can go anyway were with out cars beacuse some people are a very lazy to walk to place thats why they alot of people use car and i think that it was a good idea that that they did that in VAUBAN so people can see how we really don't need car to go to place from place because we can walk from were we need to go or we can ride bycles with out the use of a car. It good that they are doing that if you thik about your help the earth in way and thats a very good thing to. In the United states ,the Environmental protection Agency is promoting what is called ""car reduced""communtunties,and the legislators are starting to act,if cautiously. Maany experts expect pubic transport serving suburbs to play a much larger role in a new six years federal transportation bill to approved this year. In previous bill,80 percent of appropriations have by law gone to highways and only 20 percent to other transports. There many good reason why they should do this.    ",3
3008,e15385d,"In my opinion I think driverless cars are a bad idea. I think they are inconvinent. I believe that bad things could happen if there were driverless cars, such as accidents and or death itself. Lastly, I believe that malfunctions can and will happen in driverlss cars. In this essay I will explain why I think driverless cars are a bad idea for more then one reason.

To start off with, driverless cars are not completely driverless as of right now. Therefore they are very in convinent because they cannot go through work sites or traffic areas, where most people wouldn't want to drive through. Details taken from the passage are ""...Google cars aren't truly driverless; they still alret the driver to take over when pulling in and out of driveways or dealing with complicated traffic issues, such as navigating through roadwork or accidents.""

In my experience I find driving through work cites to be a little scary because you have to maintain a slow speed and make sure you do not hit anything or injure anyone. With workers on the road it makes it scary as well because accidents can happen, but you never want them to occur. In my opinion this is a huge inconvience for people who get nervous driving through these areas.

Secondly, I believe that bad things could occur from driverless cars, such as malfunctions causing a car to maybe stop working with you inside it would possibly the car losing control of itself and you being injure because of this. They have driverless cars right now that are not completely driverless and you have to drive for certain parts of the road, but what if this dosn't work and the car continues to drive through a work cite with a speed limit of 20 mph going a speed of 50 mph? Someone would end up getting hurt and you would end up with a big fine or jail time. Taken from the text itself, ""...new laws willbe needed in order to cover liability in the case of an ccident. I fhte technology fails and someone is injured, who is at fault- the driver or the manufacturer?"" This means that if something bad happens no one knows who wil be blamed.

Next, cars can malfunction adn there have been recalls in the past because of things that have gone wrong. For example brakes not working causing a death toll. What car brand wants someone to look at their cars and then see a death toll due to the fact that the car companies brakes didn't do their job and a person couldn't stop? Driverless cars have many sensors. AS started from the text, ""For starters, they needed a whole lot of sensors."" Sensors and almost anything else can malfunction for no reason at all. Because of how many sensors would be in a completely driverless car there is no way to insure that every sensor will work properly and make sure no mistakes will be made.

Some people may say that times are changing and technology is at an all time high and they would be correct, however I do not believe that driverless cars are the future. I believe that they are dangerous and could do more harm then good. That is why in my opinion driverless cars are a bad idea for more then one reason. ",4
3009,22064db,"The author supports his idea very well in this article. He has so many evidence in each paragraph. He has so many ways to back it up . For example here one in paragraph 1 and 2 he said venus was the ""second safest planet other then earth why beacause it far from the sun"". 97% is carbon dioxide blankets in venus.

In my opinion i agree on what he says in this article for many reason. He is right on soon were gone have to find or live on a new planet other then earth. Then i agree on

paragraph 2 he said venus is the closet planet to earth terms of density and sizeand occasionally the closet in distants too. In paragraph 4 it says that astronomers fascinated by venus because futher vists to its surface most earth-like planet in our solar system.

What thing that good about this article is that has alot facts and things i didn't know about venus. Who would of know that we could of live in a other planet. Who would know that venus was smiliar to earth in many different ways. They evensaid that the temperatures in venus will be toasty. They already having NASA wprking and even studying on venus.

I agree on this article because striving to meet the callenge presented by venus has value, not only because of the insight to be gained on the planet itself, but also only because human curiosity will likely lead us into many equally intimidating endeavors. Our travels on earth and beyond should not be expanded to mett the very edges of imagination and innnovation.                                          ",3
3010,e01a546,"Exploring Venus

This article is about if is dangerous to go to explore venus i think is dangerous because if you go to venus

how they will survive without knowing how is the surface in thier and how he will be able to come back because does people at Nasa they want to know what you see at venus.

Venus is the closes planet to earth in terms of density mars is also close to earth. It coult be something that it will be dangerous like it said on paragraph 3"".A thick atmosphere of almost 97 percent carbon dioxide blankets venus"" so that means that they will need to challenging are the clouds of highly corrosive sullfuric acid in venus atmosphere.

They will need to do some kind of a vehicle or something that came keep you save for the atmosfera like it said in paragraph 5 it saying that the National aeronautics and space administration has a particularly compelling idea for sending humans to study Venus that surface of venus will allow scientics to flot above the fray. they got on idea of a ""vehicle hovering 30 or so miles above the roiling Venusian landscape"".

Nasa have to work of some kind electonics that made silicon cardide have been tested in a chamber simulating the chaos of venus surface and have lasted for three weeks in such conditions it says these in paragraph 7. The temperature will be at 170 degress fahrentheit. nut the air presure it will be like close to that sea level on earth, the power of the solar it will be not thateasy because plentiful and radiation would not exceed earth level.

In my opion i thing that will be some kind of dangerous to send people to explore venus becuase we are not sure what kind of danger that will be in there in other way it will be cool becuase if the mission is success they will get more knowleag of that they see but for that they will need to work hard to tray to get does person back to earth. They need to create something that need to keep does person save in were they are and not all depents of the work in depents of they gay that is going to travel to there.                ",3
3011,241d49c,"The race for the smartest car has started. This new trend of building the most intelligent vehicle is taking place. Is this really what is needed? Smart cars that drive themselves may sound cool, but the requirements for them are not. Computer driven cars are costly, unsafe, and a legal hassle.

Google has had self driven cars since 2009. They have been researching and creating new ideas for them since, however the required sensory components are exspensive. A car like the modified Toyota Prius, that can drive itself, requires over 7 sensors. One sensor called the LIDAR uses lasers to map out the vehicle`s surroundings. It is not cheap to make. One must stop and recap. It requires 7 sensors to make one car. If companies plan on mass producing these vehicles the amount of mechanics needed would be enormous.

Another important step in creating these vehicles is dealing with the laws. Many states have created legal barriers stopping even the testing of self driven vehicles. California, Nevada, Florida, and the District of Columbia do not have these laws. Laws are created to protect the populace from dangers. If the government thought these cars were safe for people to drive then why would they make specific laws blocking their use?

The major factor in the debate is safety. Anytime a new vehicle is manufactured tests are ran to make sure it is safe. Almost all self driven vehicles actually require a driver to be present before it will drive. Many of the cars need the driver to be alert at all times in case the system doesn`t work. This proves that technology is not perfect. How can one put their lives in the hands of a computer. Not one piece of technology out on the market today is perfect. What if the sensors in your car fail. Then the car is driving blind. That is a grand issue. It could mean life, or death for not only the driver, but any passenger inside the vehicle.

Overall, these self driven vehicles have far more negatives than positives. Their price, questionable safety, and legal restraints keep them off streets for now. In the future will they be better? Only time will tell, but for now stay away from these robotic traps. Stick to reliable manually driven vehicles instead.  ",4
3012,74e1e4e,"Venus the evening star since its the brightest point of light in the night sky. Humans have sent numerous spacecraft to land on this cloud-draped world and each missiion was unmanned since no spacecraft survived the landing for more than a few hours and nvere touched venus in more than tree decades. The thick atmosphere is almost 97 percent carbon dioxide and the clouds are even more challenging since their is highly corrosive sulfuric acid in venus's atmosphere and on the planet surface temperatures average is over 800 degrees fahrenheit and the atmospheric pressure is 90 times greater than we experience on earth and the environment would crush even a submarine. Venus was probably covered largely with oceans and could have supported forms of life and has familiar features suah as valleys, mountains, and craters and In conclusion if we could possibly bulid something to survive venus we could find some amazing things like if it ever ahad water and find maybe remains of past forms of life.",1
3013,3fcff84,"We need to find other ways to limit car usage. We should stop relying on cars so much. In ""

Car-Free Cities""

it expains and provides examples of people not using the car that much is happier in there life and that we dont need to have cars because you can be more active walking and riding a bike then just driving and when you stop using the car so much you can have a better enviroment. We all have a choice weither or not to use cars but not using a car can makes your life better.

We all have our perfrences, like maybe you just like to use a car because it gets you from point A to B faster but walking or riding a bike can help you become more fit and active. In ""

In German Suburb, Life Goes On Without Cars

"" by Elisabeth Rosenthal it states that "" ""when I had a car i was always tense. I'm much happier this way,"" said Heidrun Walter... as she walked verdant streets where the swish of bicycles and the chatter of wandering childerm drown out the occasional distant motor"". this quote explains how when she gave up her car she seemed much happier and she didn't have to hear the sound of cars, all she could hear is bicycle wheel's turning and just the laughter of children. In ""

The End of Car Culture""

it says "" They organize thier summer jobs and social life around where they can walk or take public transportation or car-pool with friends."" this quote is explaining how teens don't use cars that much they think of other ways to get around then just using their own car. They are trying to be more active in their life life then just using cars for transportation. They walk or car-pool they think of smarter ways to get around.

Although, we may think that oh it is faster but do you know what you are doing to the enviroment due to using cars as much as we do? In ""

Paris Bans Driving Due To Smog

"" it tells the reader "" After days of near-record- pollution, Paris enforced a partial driving ban to clear the air of the global city"" This quote is illustrating to us that people are driving so much that they had to ban cars and not permit anyone to drive due to , to much air poulltion. People need to start walking more then use cars a city should'nt be able to ban cars because that means people are using them to much and poullting the air with that. In ""

The End of Car Culture""

it claims that ""it will have beneficial implications for carbon emissions and the enviroment, since transportation is the second largest source of America's eissions, just behind power plants."" this quote explains to us is that if less people use cars , the more beneficial it would be to the enviroment. It would help us to stop poullting air  and just help the nviroment out as well.

In conclusion, if people could limit the usage of cars it would beneficially help us out by us being more active and not using cars because it pollutes air and destroys the enviroment. Their are other ways to move about then cars. i know it is faster and easier but is it worth losing the enviroment because you didnt want to walk a short distance and back?    ",3
3014,fe095e6,"Attention !!! to all the residents of this community are Bendz and Suburban going were all the extoic cars and muscle cars at all i see bendz and suburban, Its few foreigen cars out there in the street. when I riding on the highway I like to see Mustangs and And Lamborginis ride aside if me because its excited other people it make them want to buy Mustangs and Lamborginis.

Yes Bendz are nice but i want to see some foreiegn cars Like Bugati and RoyalRoce 50% you will see foreiegn ride around in the city I like to take a trip to see al type of cars with nice paint job and nice looking skirt. You will not see that much cars riding around because people sell them to live in beautyful homes. In 2007 all the streets was full with muscle cars because the rapper Rick Ross was the first person drive a drop top mustang so many people was so excited thats i seen the whole streets with differnt type of mustangs and drop tops.

In the early 90's thats when automobile was invented,  they really was made for middle-class families and Miami to Tallahassee Because it was alot of people thst need gas and lights when the hurricane came through.12 percents of huge houses gas emission in Chicago... and up 72 percent cars-invented area in the united states while they building cars some people has catch buses.

It has been efforts in the past two years to make denser and better for walking in 2010 that's when stationwagins was invented so people really did have to walk anymore or catch buses but some catch buses because it save gas and money. In the united states the protection agency is promoting car reduced communities and legislators are starting to act.

every since world war I alot of cars was getting destroy lets stop destory cars because thats our transportation said Martin Luther King jr, a fast growing of hundreds in the united states was getting larger and the car population more foreiegn cars and mucle cars was hitting the streets.                    ",1
3015,bd83954,"In ""The Challenge of Exploring Venus"" the author suggests that studying Venus is a worthy pursuit despite the dangers it presents.

In the story the author supports his/her idea by saying ""On the planets surface, temperatures average over 800 degrees Fahrenheit, and the atmospheric pressure is 90 times greater than what we experience on our own planet."" This helps support the claim because the author is talking about the dangerous heat that people would experience on Venus.

The author also supports the claim by stating in paragraph two that

""Numerous factors contribute to Venus's reputation as a challenging planet for humans to study, despite its proximity to us."" This also supports the authors claim becuase he/she is saying that Venus is a challenging planet to study.

In the text the author also states ""While Venus is simple to see from the distant but safe vantage point of earth, it has proved a very challenging place to examine more closely."" This supports the claim because the author is saying that you cannot examine Venus more closely because it is challenging and dangerous.

These claims help evaulate how well the author supported his claim because they explain why Venus is dangerous and challenging to go explore. They also help evaulate how well the author did by giving good examples on why the author said what they said.   ",3
3016,2d95b14,"""The Electoral College is a process, not a place. The founding fathers established it in the Constitution as a compromise between election of a vote in Congress and election of the President by a popular vote of qualified citizens.""(1) This process where a selection of electors meet and vote for President and Vice President, and the counting of the electoral votes in Congress is a way of election that has been in the roots of this great and prosperous country since its begining. Is this way of electing really all that fair? Does it let the entire population get a fair say in who thay want to run the country? While some people may argue that this system allows the people on the commity of electors that actually want to have their fair say in who becomes president, but first you need to think about; they whole american population barely has any say at all in the election and we change this tradadition.

It is time for a change, becuase when a United States citizen votes, they actually arent even voting for president at all. They are mearly voting for a commity of electors to elect the next president for them. Also, is the the commity of electors that actaully wins the elections, and not the popular vote. This is why they call this commity of electors the swing vote because you could win the poplular vote by 78.9 percent and still lose the election because you lost the commity of electors votes. This senerio has happened a few times in our history. For instance in 2000 canidate Al Gore won there popluar vote but lost the presidencey thanks to the commity of electons from the electoral college. Some people may argue that this is a long tradtion in our country and must be kept. Yes this is true, but there are some very crusial factors against this.

I understand that this election process was put forth but our founding father and some people do not want to just throw it away. While I understand this; however, there are flaws in this process that must not be over looked. It does not include and take into count the whole population and it can lead some canadits to lose even when the whole country voted for them. So we need to do something about this process of election. We must find a new way that included and takes into count the population of the United States. Not just a commity of electors.

The Elector College has been is the building blocks of this country since its begining, but becuase of some of it's flaws it must be changed. This process does not include the entire count of the votes by american citizens. It is like our thoughts and ideas of who should be president do not even matter in the votting process. The Electoral College may be a deep tradition in our country since its begining, it must be changed if our great nation is going to be able to prosper and grow.    ",4
3017,ec674e1,"Venus is the most Earth-like planet in our solar system. The author in this article suggests that studying Venus is a worthy pursuit despite the dangers it presents, he states many details and reasons towards his suggestion. The author suggests that studying Venus is worth a risk because the conditions there are far more extreme than anything humans ever encounter on Earth, but also has some features that are analogous to those on Earth. The author stated many differences and similarites that Venus has with Earth to briefly explain why it should be explored.

The author gave many details to why studying Venus is worth a risk. In Paragraph 3, the author stated ""These conditions are far more extreme than anything humans encounter on Earth"". This part of the article shows and explains how Venus is very different than Earth so there can be a long list of new things that can and should be discovered. The author also stated in Paragraph 4, ''Venus still has some features that are analagous to those on Earth."". Further into the article the author also gave examples of the similarities of Venus and Earth, such as a surface of rocky sediment, valleys, mountains and craters. This helps the reader understand that Venus should be explored by scientist because it has so many things in common with the planet we live on.

The author in this article suggests that studying Venus is a worthy pursuit despite the dangers it presents, he gives many details and reasons towards his suggestion. In the last paragraph, he described how human curiosity will likely lead us into many equally intimidating endeavors. He explains how humans want to know more about Venus but it takes hard work for explorations away from Earth, even though Venus can sometimes be our nearest option for a planetary visit. Finally, The author stated many differences and similarites that Venus has with Earth in a form to help the reader understand why exploring Venus should be important, such as the temperature, the atmospheric pressure in Venus is 90 times greater than what we experience in our own planet.",3
3018,161a6b4,"Imagine if something could keep students up and ready to learn throughout an entire lesson that they couldn't care less about? It seems like an unlikely scenerio more likely. Most students are interesting in every single class that they're required to take, it's almost enivitable. Keeping students interest in a subject is what keeps them wanting to keep learning it. It could be life-changing to be able to have a computer that is able to keep a students interest in what they're learning up.

Adding something like this in to schools nationwide could be very manditory to keep students successful. It's not new to anyone that if something bores you, you probably have no desire in keeping it in your memory. If something is uninteresting, it's an instinct to want to find practically anything better to occupy you. There could be a computer designed in order to scan a student's emotion to detect whether or not they're bored. If the student seems to be disconnecting, the assignment could make the next question a different scenerio with a similar topic.

In the passage, it says that the FACS enables computers to be able to read your expressions in a way that can alter the experience for each individual. ""Being able to modify the lesson, just like an instructor."", is a key component.

Not only could the computer be able to keep you from getting bored, but if you're entertained by the assignment it is also able to continue questions similar to the one that catches your attention. School is boring for a lot of people because of their disconnection for the materials that they are learning. Being able to connect each different student to a similar assignment could be groundbreaking. Discussing something each student can relate to is valuable in keeping everyone engaged.

Let's take students that are homeschooled for example. Nowadays it's easier to homeschool children thanks to the internet. Some kids to work better alone without much instruction, but most need something to keep them from getting distracted. Not having a teacher to stay on you to do your work could cause people to disassociate from the required task. It's just like having a teacher one on one working with a student.

To further my position in this argument, I believe that these computers will be very valuable in classrooms everywhere. A lot of schools in this century use computers for a broad majority of their lessons. Doing assignments on paper seems to be the minority now. This already makes it hard for teachers to be able to connect to their students, which many children need. This computer is somewhat like an individual instructor for each person in the classroom. ",4
3019,3911a88,"Vauban, Germany, home to 5,500 residents is taking a new rout to life... without cars. In this community street parking, drivewaves, and home garages are almost non-exsistant. The streets are ""car free"" except for the main thoroughfare. Cars are allowed, but there's only two places for parking: large garages and the edge of a development where the car owner has to pay 40,000 for the car space and buy the home.

70% of the people in Vauban don't own cars, and 54% have giving up their cars to live there. They feel happier without them. This is trending in Europe, people are calling it ""smart planning"" and it's also trending in the United States considering we have 50% green house gas from auto mobiles. With the less parking places, stores are just a short walk away from you.

In Paris they banned driving for a little while because of the almost record high pollution. Drivers on Monday with even numbered license plates were not permited into the streets or would get a 22 euro fine, and the same deal to odd numbered drivers the next day. 4,000 drivers were fined, and 27 cars were impounded for their reaction to the fine. It's not as easy for the people in Paris to get used to a car free community like the people in Vauban. Although the cogestion was brought down 60% in France's capital.

In Bogota, Colombia  millions of Colombians hiked, biked, skated or took buses to work during their car free day. This is their 3rd year of celebrating a day withouth cars in the capitol. The rain didn't stop people from participating either. This day, even just one day lowers their air polution and help realize the stress of driving. Two other cities in Columbia participated in this event, Cali and Valledupar.

The United States is also trying to make great changes to reduce green house gas polution. Statics show that people are buying less cars, driving less, and getting less license plates each year. With the changes and reduction each year, it will do great things to our envirmoent and the air we breathe. Although this would not help our economy, the car industry will be troubled. Driving by young people decresed 23 between 2001 and 2009. This could help us but also put our country more into debt.    ",2
3020,b74c950,"limiting car usage is an advantage for many reasons, for example, the pollution will become less of a problem, people will be less tense, and we will be devoid of traffis jams, which means less car accidents. To me cars are just something to get you to point A to B, but now that I have read these articles I  realize that cars are alot wrose for the enviroment then i thought, and that i should try using of ways of transportation.

In the passage it states ""After days of near-record pollution, Paris enforced a partial driving ban to clear the air of the global city."" The pollution was out of control and for the most part it was because of the huge amount of car usage. The effect of banning car usage was resulting in an amazing outcome, less pollution, which is healthier for the commuitty. The advantage of limiting car usage can effect a whole commuitty and one way is less pollution. Bogota, Colombia had the same idea but they were not banning the car usage they have one day called the car-free day to show that its an advantage not to use cars all the time.

Limiting car usage can even make you less tense, as said in the article,"" ""When I had a car I was always tense. Im much happier this way,""said Heidrum Walter, a media trainerand mother of two, as she walker verdant streets where the swish of bicycles and the chatter of wandering childern drown out the occasional distant motor."" Everything is better when car usage is limited it, makes you less tense and less pollution."" "" Its a good opportunity to take away stress and lower air pollution,"" said businessman Carlos Arturo Plaza as he rode a two-seat bicycle with his wife.""

When there is less cars on the road there is less possiblity of car accidents or traffic jams."" ... leaving the streets of this capital city eerily devoid of traffic jams."" During the one day of no car usage, the streets were left of no traffic jams or accidents. The world is a better place with limited car usage. "" Parks and sports centers also have bloomed throughout the city; uneven, pitted sidewalks have been replaced by broad, smooth sidewalks; rush-hour restrictions have dramatically cut traffic; and new restaurants and upscale shopping districts have cropped up.""

To conclude, the limited car usage is a great way to reduce the amount of pollution, become less tense , and creat less possibility to have car accidents or road jams. After reading these article I have realized that taking othe transportations like bicycle or on foot could have huge impacts on the enviroment and my own well being.               ",4
